PDMS,,PDMS-90,,PDMS-0,,K1S-spin,,K1S-spin-90,,K1S-spin-0,,K1S-ff-3mms,,K1S-ff-3mms-90,,K1S-ff-3mms-0,,K1S-lf-3mms,,K1S-lf-3mms-90,,K1S-lf-3mms-0,,K1S-lf-3mms-2,,K1S-lf-3mms-2-90,,K1S-lf-3mms-2-0,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
558,0.6674884558,558,1.349671602,558,0.8828867674,558,0.7326945662,558,1.41451478,558,0.9722719789,558,0.8696365952,558,1.542812824,558,1.06476593,558,0.7187489271,558,1.403469205,558,0.9405463934,558,0.8034656644,558,1.489827871,558,1.016043663,
557,0.6676000357,557,1.348588109,557,0.8834165931,557,0.7325855494,557,1.413488626,557,0.9725907445,557,0.869310379,557,1.541584253,557,1.064947605,557,0.7185076475,557,1.402241468,557,0.9408624172,557,0.8031079769,557,1.488421798,557,1.016194582,
556,0.6675565839,556,1.347940087,556,0.8840463758,556,0.7324504256,556,1.41247642,556,0.9727065563,556,0.8688725829,556,1.540432572,556,1.065053821,556,0.718185246,556,1.40118289,556,0.9412239194,556,0.8028421402,556,1.487272143,556,1.016487122,
555,0.6676863432,555,1.347055435,555,0.8846870065,555,0.7322379351,555,1.411239147,555,0.9732120633,555,0.8685801029,555,1.539123654,555,1.065209746,555,0.7180266976,555,1.400067568,555,0.94146806,555,0.8024536967,555,1.4861058,555,1.016626358,
554,0.667770505,554,1.346226335,554,0.8849645257,554,0.7319099903,554,1.410281777,554,0.9734091163,554,0.8680258989,554,1.537902355,554,1.065109372,554,0.7176290751,554,1.398790717,554,0.9415481687,554,0.8018677831,554,1.484720349,554,1.01659441,
553,0.6679008603,553,1.345896959,553,0.8855665922,553,0.7319667935,553,1.40964973,553,0.9735686183,553,0.8678377271,553,1.53698957,553,1.065412283,553,0.7175853252,553,1.398143053,553,0.9419903159,553,0.801870048,553,1.484000087,553,1.016996503,
552,0.6677619815,552,1.345278859,552,0.8860478997,552,0.7318186164,552,1.408612013,552,0.9737275243,552,0.8673970103,552,1.536037564,552,1.065351605,552,0.7173323631,552,1.397184014,552,0.9420179129,552,0.8016498089,552,1.482775211,552,1.016897321,
551,0.6679742336,551,1.344576836,551,0.8863927722,551,0.7315199971,551,1.407695055,551,0.9738847017,551,0.8669880033,551,1.534772515,551,1.065505266,551,0.7171856761,551,1.396226406,551,0.9421571493,551,0.8010450006,551,1.481716156,551,1.016840219,
550,0.6681243777,550,1.34389472,550,0.8867609501,550,0.731208086,550,1.40705061,550,0.9740912318,550,0.8666222095,550,1.533816099,550,1.065388441,550,0.7169490457,550,1.395470738,550,0.9422752857,550,0.8007354736,550,1.480908751,550,1.016868353,
549,0.6680983901,549,1.343691349,549,0.8872935176,549,0.731118679,549,1.406389832,549,0.9741798043,549,0.8663764,549,1.533219576,549,1.065389156,549,0.7166823149,549,1.394922972,549,0.9425427318,549,0.8005979657,549,1.480087042,549,1.016975403,
548,0.6681812406,548,1.343336463,548,0.8877386451,548,0.7310101986,548,1.405822873,548,0.9742175341,548,0.8659758568,548,1.532240748,548,1.065490246,548,0.7165557146,548,1.394085169,548,0.9425712824,548,0.8002337813,548,1.479288578,548,1.017006993,
547,0.6683548689,547,1.342953324,547,0.8878448009,547,0.7308369875,547,1.405206203,547,0.9742914438,547,0.8655859828,547,1.531370401,547,1.06543684,547,0.71642524,547,1.393480539,547,0.9425310493,547,0.7999469638,547,1.478379369,547,1.016861916,
546,0.6681699157,546,1.342803121,546,0.8879397511,546,0.7305888534,546,1.404769182,546,0.9742275476,546,0.8651037812,546,1.53095448,546,1.064871907,546,0.716114819,546,1.393104792,546,0.9424585104,546,0.7995291948,546,1.478111267,546,1.016533017,
545,0.6660344601,545,1.343793869,545,0.885469377,545,0.7296622992,545,1.405622125,545,0.9730041027,545,0.8623901606,545,1.531119466,545,1.061605215,545,0.7145197392,545,1.393850923,545,0.9407307506,545,0.7973029017,545,1.47855401,545,1.014025092,
544,0.6639822125,544,1.345655799,544,0.8818973899,544,0.7274212837,544,1.407511473,544,0.9700170159,544,0.8596456051,544,1.532742381,544,1.057811141,544,0.7123502493,544,1.395799756,544,0.9371247292,544,0.794726491,544,1.480017662,544,1.010261536,
543,0.6645737886,543,1.348958373,543,0.8808113337,543,0.7272548079,543,1.410708785,543,0.9681065679,543,0.8597912192,543,1.53595376,543,1.056282163,543,0.7121232748,543,1.398810387,543,0.9357852936,543,0.7946960926,543,1.483127475,543,1.00876224,
542,0.665378511,542,1.352331638,542,0.8806456923,542,0.7277151346,542,1.41357398,542,0.9668827057,542,0.8603368998,542,1.538676262,542,1.055671453,542,0.7126827836,542,1.401750922,542,0.9348980784,542,0.7952956557,542,1.485898137,542,1.008010864,
541,0.6660701036,541,1.354846358,541,0.8803055882,541,0.7279707193,541,1.415716052,541,0.9663187265,541,0.860545814,541,1.540596128,541,1.055083275,541,0.7130795717,541,1.403885722,541,0.9342753291,541,0.7954870462,541,1.487982869,541,1.007301688,
540,0.6666077375,540,1.356705546,540,0.8798536658,540,0.7281127572,540,1.417568684,540,0.9655537605,540,0.8606353402,540,1.542384028,540,1.0545398,540,0.7132595181,540,1.405492067,540,0.9336327314,540,0.79549402,540,1.489598513,540,1.006531477,
539,0.6668410301,539,1.358537316,539,0.8794740438,539,0.7281518579,539,1.418929577,539,0.9647516012,539,0.8605722785,539,1.543708563,539,1.053551078,539,0.7131792903,539,1.407146096,539,0.9329350591,539,0.795506537,539,1.490958452,539,1.00589478,
538,0.6670297384,538,1.360213876,538,0.8793719411,538,0.7281398177,538,1.420211196,538,0.964099884,538,0.8605976105,538,1.545140982,538,1.053160667,538,0.7132418156,538,1.408591032,538,0.9323514104,538,0.795455277,538,1.492308021,538,1.005166769,
537,0.6673921347,537,1.361453891,537,0.8790874481,537,0.7280378342,537,1.421371341,537,0.9636417627,537,0.8603993058,537,1.546039462,537,1.052618623,537,0.7133315206,537,1.409523249,537,0.931892693,537,0.7951258421,537,1.493163943,537,1.004448295,
536,0.6675426364,536,1.362868547,536,0.8787314892,536,0.7278990149,536,1.422631979,536,0.9628785849,536,0.8601772785,536,1.547019839,536,1.051813006,536,0.7131227851,536,1.410762072,536,0.9312707186,536,0.7949894667,536,1.494405389,536,1.003933191,
535,0.6675595045,535,1.36419642,535,0.8783952594,535,0.727905035,535,1.42359674,535,0.962227881,535,0.8598826528,535,1.547973871,535,1.05115509,535,0.7129812837,535,1.411780953,535,0.9307553172,535,0.7949854136,535,1.495094061,535,1.00332129,
534,0.6678560376,534,1.365493417,534,0.8780770898,534,0.7278632522,534,1.424716234,534,0.9617302418,534,0.8595541716,534,1.548743963,534,1.050638199,534,0.713028729,534,1.412733674,534,0.9302152991,534,0.7947309613,534,1.496068478,534,1.002547622,
533,0.6680636406,533,1.366485238,533,0.8777406812,533,0.7275713682,533,1.425626993,533,0.9611780047,533,0.8593323827,533,1.549409986,533,1.049940705,533,0.7129423022,533,1.413679719,533,0.9296870828,533,0.7943835855,533,1.496703029,533,1.001797557,
532,0.6680591106,532,1.367664933,532,0.8776426315,532,0.7275944352,532,1.426568031,532,0.9606487155,532,0.8592691422,532,1.55038023,532,1.049266815,532,0.712816,532,1.414762378,532,0.9292350411,532,0.7943187356,532,1.497739315,532,1.001368642,
531,0.6681307554,531,1.368760109,531,0.8774346113,531,0.7274105549,531,1.427106023,531,0.9600313902,531,0.8590126038,531,1.55117929,531,1.048836708,531,0.7127338052,531,1.415495038,531,0.9287496805,531,0.7941023707,531,1.498509645,531,1.000652909,
530,0.6685102582,530,1.369814992,530,0.8771255612,530,0.7273335457,530,1.428140044,530,0.9597345591,530,0.8587473631,530,1.551887274,530,1.048416972,530,0.7126248479,530,1.416307688,530,0.9282287955,530,0.7938420773,530,1.49900651,530,1.000180602,
529,0.6685937643,529,1.370982051,529,0.8768753409,529,0.7270982265,529,1.429129958,529,0.9589902759,529,0.8585138917,529,1.552646041,529,1.047619104,529,0.7124599814,529,1.417246699,529,0.9278214574,529,0.7936303616,529,1.499809146,529,0.9997409582,
528,0.668527782,528,1.3721627,528,0.8766804338,528,0.7270634174,528,1.429825425,528,0.9585065842,528,0.8583142161,528,1.553379536,528,1.047174573,528,0.7124667764,528,1.418129802,528,0.9274529815,528,0.7935416698,528,1.500640631,528,0.9992161393,
527,0.6687399149,527,1.373074412,527,0.876372993,527,0.7269746661,527,1.430581808,527,0.9580852985,527,0.8581581116,527,1.554041505,527,1.046718597,527,0.7124880552,527,1.419037819,527,0.9270233512,527,0.7932478786,527,1.501355529,527,0.9985144734,
526,0.6688656211,526,1.373955846,526,0.8760190606,526,0.7268312573,526,1.431554317,526,0.9576126933,526,0.8579109907,526,1.554864049,526,1.046169996,526,0.7123957872,526,1.419812202,526,0.9264354706,526,0.7930338979,526,1.502052784,526,0.9979979396,
525,0.6687576175,525,1.375080228,525,0.8758528233,525,0.7267534733,525,1.432373762,525,0.9571327567,525,0.8577773571,525,1.555441976,525,1.045497775,525,0.712115109,525,1.420715094,525,0.9261210561,525,0.7928853035,525,1.502919555,525,0.9974889755,
524,0.6689252257,524,1.376126885,524,0.8756209016,524,0.7265506983,524,1.433008432,524,0.9566255808,524,0.8575574756,524,1.556195736,524,1.045108676,524,0.7120844126,524,1.421448469,524,0.9257180095,524,0.7926583886,524,1.503560185,524,0.9969609976,
523,0.6692252755,523,1.377086043,523,0.8753938079,523,0.7264680862,523,1.43387866,523,0.9561794996,523,0.857293427,523,1.556968689,523,1.044650555,523,0.7121435404,523,1.422343373,523,0.9253555536,523,0.7924970984,523,1.504187107,523,0.996447444,
522,0.6691406965,522,1.378087759,522,0.8750428557,522,0.7263845205,522,1.434792876,522,0.9555680752,522,0.8570122719,522,1.557762861,522,1.044126511,522,0.71186167,522,1.42320776,522,0.9248890281,522,0.792329967,522,1.504976392,522,0.9959945083,
521,0.6692350507,521,1.379195333,521,0.8749347925,521,0.7263784409,521,1.43543756,521,0.9552356601,521,0.8570312262,521,1.558600664,521,1.043630481,521,0.711902976,521,1.424037218,521,0.9243798256,521,0.7923270464,521,1.505798578,521,0.9954938889,
520,0.6694382429,520,1.380133748,520,0.8746604919,520,0.7262561321,520,1.436503291,520,0.9547144771,520,0.8569259644,520,1.559438825,520,1.043222785,520,0.7120796442,520,1.42499876,520,0.923994422,520,0.7920793295,520,1.506589532,520,0.994967401,
519,0.6695077419,519,1.381114125,519,0.8743643165,519,0.7261424065,519,1.437336206,519,0.9543934464,519,0.8568772078,519,1.560286641,519,1.042760253,519,0.7119268179,519,1.425953865,519,0.9236857295,519,0.7919185758,519,1.507392645,519,0.9945533872,
518,0.6695068479,518,1.38222003,518,0.8741797805,518,0.7261482477,518,1.438205481,518,0.953977108,518,0.8568322659,518,1.561197281,518,1.042415023,518,0.7118467093,518,1.426833153,518,0.9234926701,518,0.7919058204,518,1.508312345,518,0.9941184521,
517,0.669649601,517,1.383264184,517,0.8739584684,517,0.7259883881,517,1.439039946,517,0.9535057545,517,0.8566529751,517,1.562081933,517,1.042046309,517,0.7118578553,517,1.427668452,517,0.9228534698,517,0.791859448,517,1.509178758,517,0.9936187267,
516,0.6699820757,516,1.384207487,516,0.8735567927,516,0.7259743214,516,1.4401263,516,0.9530619979,516,0.8565248251,516,1.562794447,516,1.041644216,516,0.7118635774,516,1.428642631,516,0.9225544333,516,0.7916361094,516,1.509833694,516,0.993228972,
515,0.6698234081,515,1.385314703,515,0.8733294606,515,0.7259275913,515,1.440941215,515,0.9527207613,515,0.8566663265,515,1.5637362,515,1.040979147,515,0.7118740082,515,1.429706454,515,0.9223378301,515,0.7916232347,515,1.51083827,515,0.9929144382,
514,0.6699157953,514,1.386624813,514,0.8732258677,514,0.7260288,514,1.441938162,514,0.9524539113,514,0.8566281796,514,1.564858913,514,1.04084754,514,0.7120489478,514,1.430906653,514,0.9220032692,514,0.7917370796,514,1.512092113,514,0.9924610853,
513,0.6702899933,513,1.387751102,513,0.8730130196,513,0.7260699868,513,1.442869544,513,0.9522171617,513,0.8566425443,513,1.565889597,513,1.040766478,513,0.7121908665,513,1.431792378,513,0.9218037128,513,0.7915841341,513,1.512893796,513,0.9921553135,
512,0.6703035831,512,1.388493776,512,0.8726374507,512,0.7259158492,512,1.444004536,512,0.9517916441,512,0.8567407131,512,1.566923261,512,1.040360212,512,0.711976409,512,1.432845235,512,0.9213617444,512,0.7916079164,512,1.513710022,512,0.9917129278,
511,0.6702857614,511,1.389860392,511,0.8724479079,511,0.7260317802,511,1.445049524,511,0.9513810873,511,0.8567587733,511,1.567988157,511,1.03992033,511,0.7120533586,511,1.434004664,511,0.9212433696,511,0.7916938663,511,1.514980793,511,0.9914899468,
510,0.6704974771,510,1.390894413,510,0.8722037673,510,0.7261517644,510,1.446211815,510,0.9511566758,510,0.8567811251,510,1.569132924,510,1.039749026,510,0.7122905254,510,1.435011983,510,0.9208707213,510,0.7917004228,510,1.515969992,510,0.991134882,
509,0.670604825,509,1.391874552,509,0.8716931939,509,0.7260485888,509,1.447107673,509,0.9506823421,509,0.8567909002,509,1.570072055,509,1.039490581,509,0.7122724056,509,1.436159611,509,0.9204352498,509,0.7916684151,509,1.517011881,509,0.9906994104,
508,0.670615077,508,1.393211484,508,0.8715212345,508,0.7262436152,508,1.448265433,508,0.9504298568,508,0.8571012616,508,1.571296811,508,1.039142966,508,0.7122796178,508,1.437373161,508,0.9202600121,508,0.7918989658,508,1.518239975,508,0.9905515909,
507,0.6706491113,507,1.394311666,507,0.871299684,507,0.7262241244,507,1.44932425,507,0.9502426386,507,0.8573297858,507,1.572700262,507,1.03907156,507,0.7125324011,507,1.438466072,507,0.9199908972,507,0.7919021845,507,1.51945436,507,0.9902094007,
506,0.6708554029,506,1.395332813,506,0.8709668517,506,0.7263674736,506,1.45056808,506,0.9499878883,506,0.8574973345,506,1.573947072,506,1.038975239,506,0.7127375603,506,1.439715624,506,0.9197631478,506,0.7919819355,506,1.520651102,506,0.9900379777,
505,0.671005249,505,1.396593332,505,0.8705323339,505,0.7264273763,505,1.45179987,505,0.9497875571,505,0.8577003479,505,1.575283289,505,1.038808465,505,0.712754488,505,1.440965533,505,0.9196382165,505,0.7922012806,505,1.521742105,505,0.9898412824,
504,0.6710018516,504,1.397923589,504,0.8703783154,504,0.7267161012,504,1.453019023,504,0.9494857788,504,0.8580090404,504,1.57670927,504,1.038721323,504,0.7127616405,504,1.442204356,504,0.9194927812,504,0.792517662,504,1.523207068,504,0.9897515178,
503,0.6711208224,503,1.398911834,503,0.8701269031,503,0.7267193794,503,1.454234958,503,0.9492533207,503,0.8582530618,503,1.577947021,503,1.038683295,503,0.7131984234,503,1.443468928,503,0.919113934,503,0.792650342,503,1.524452209,503,0.9895218611,
502,0.671230197,502,1.400207162,502,0.8696963191,502,0.7269990444,502,1.455643296,502,0.9491477609,502,0.8586581349,502,1.579441428,502,1.038620353,502,0.713447988,502,1.444992781,502,0.9189904332,502,0.7928821445,502,1.525759697,502,0.9893609881,
501,0.6712272167,501,1.401263356,501,0.8694322705,501,0.7272601724,501,1.456905723,501,0.9490044117,501,0.8591822982,501,1.581183195,501,1.038541675,501,0.7135289907,501,1.446343184,501,0.9190668464,501,0.7932721972,501,1.527214289,501,0.9893237948,
500,0.6712911725,500,1.402630448,500,0.86914891,500,0.7274799943,500,1.458324552,500,0.9489742517,500,0.859621942,500,1.582768917,500,1.03883028,500,0.7138344049,500,1.447648525,500,0.9188218713,500,0.7935780883,500,1.528905272,500,0.9892557859,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collection Time: 7/1/2016 10:25:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operator Name  :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Version 6.0.0.1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parameter List :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument  Cary 6000i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Version  2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method Log     :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method Name    :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time stamp: 7/1/2016 10:13:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method Modifications:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X Start nm Changed: 7/1/2016 10:18:54 AM,Old:800.000,New:1100.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X Stop nm Changed: 7/1/2016 10:18:54 AM,Old:200.000,New:500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UVVIS Scan Rate nm Changed: 7/1/2016 10:18:54 AM,Old:  602.007,New:  600.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIR Scan Rate nm Changed: 7/1/2016 10:18:54 AM,Old:  602.007,New:  600.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UVVIS Interval EV Changed: 7/1/2016 10:18:54 AM,Old:0.00015,New:0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIR Interval EV Changed: 7/1/2016 10:18:54 AM,Old:0.00015,New:0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Interval EV Changed: 7/1/2016 10:18:54 AM,Old:0.00015,New:0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baseline Correction Changed: 7/1/2016 10:18:54 AM,Old:0,New:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sipper Type Changed: 7/1/2016 10:18:54 AM, Old:Internal RSA, New:External sipper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autoconvert Changed: 7/1/2016 10:22:00 AM, Old:None, New:Ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Method Modifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Current Wavelength> ,500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<SBW (nm)> ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Energy> ,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Slit Height> , Full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDMS-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDMS-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collection Time: 7/1/2016 10:27:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operator Name  :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Version 6.0.0.1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parameter List :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument  Cary 6000i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Version  2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method Log     :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method Name    :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time stamp: 7/1/2016 10:13:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method Modifications:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X Start nm Changed: 7/1/2016 10:18:54 AM,Old:800.000,New:1100.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X Stop nm Changed: 7/1/2016 10:18:54 AM,Old:200.000,New:500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UVVIS Scan Rate nm Changed: 7/1/2016 10:18:54 AM,Old:  602.007,New:  600.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIR Scan Rate nm Changed: 7/1/2016 10:18:54 AM,Old:  602.007,New:  600.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UVVIS Interval EV Changed: 7/1/2016 10:18:54 AM,Old:0.00015,New:0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIR Interval EV Changed: 7/1/2016 10:18:54 AM,Old:0.00015,New:0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Interval EV Changed: 7/1/2016 10:18:54 AM,Old:0.00015,New:0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baseline Correction Changed: 7/1/2016 10:18:54 AM,Old:0,New:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sipper Type Changed: 7/1/2016 10:18:54 AM, Old:Internal RSA, New:External sipper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autoconvert Changed: 7/1/2016 10:22:00 AM, Old:None, New:Ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Method Modifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Current Wavelength> ,500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<SBW (nm)> ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Energy> ,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Slit Height> , Full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDMS-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDMS-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collection Time: 7/1/2016 10:29:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operator Name  :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Version 6.0.0.1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parameter List :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument  Cary 6000i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Version  2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method Log     :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method Name    :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time stamp: 7/1/2016 10:13:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method Modifications:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X Start nm Changed: 7/1/2016 10:18:54 AM,Old:800.000,New:1100.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X Stop nm Changed: 7/1/2016 10:18:54 AM,Old:200.000,New:500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UVVIS Scan Rate nm Changed: 7/1/2016 10:18:54 AM,Old:  602.007,New:  600.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIR Scan Rate nm Changed: 7/1/2016 10:18:54 AM,Old:  602.007,New:  600.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UVVIS Interval EV Changed: 7/1/2016 10:18:54 AM,Old:0.00015,New:0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIR Interval EV Changed: 7/1/2016 10:18:54 AM,Old:0.00015,New:0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Interval EV Changed: 7/1/2016 10:18:54 AM,Old:0.00015,New:0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baseline Correction Changed: 7/1/2016 10:18:54 AM,Old:0,New:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sipper Type Changed: 7/1/2016 10:18:54 AM, Old:Internal RSA, New:External sipper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autoconvert Changed: 7/1/2016 10:22:00 AM, Old:None, New:Ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Method Modifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Current Wavelength> ,500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<SBW (nm)> ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Energy> ,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Slit Height> , Full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K1S-spin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K1S-spin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collection Time: 7/1/2016 10:35:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operator Name  :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Version 6.0.0.1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parameter List :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument  Cary 6000i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Version  2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method Log     :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method Name    :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time stamp: 7/1/2016 10:13:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method Modifications:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X Start nm Changed: 7/1/2016 10:18:54 AM,Old:800.000,New:1100.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X Stop nm Changed: 7/1/2016 10:18:54 AM,Old:200.000,New:500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UVVIS Scan Rate nm Changed: 7/1/2016 10:18:54 AM,Old:  602.007,New:  600.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIR Scan Rate nm Changed: 7/1/2016 10:18:54 AM,Old:  602.007,New:  600.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UVVIS Interval EV Changed: 7/1/2016 10:18:54 AM,Old:0.00015,New:0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIR Interval EV Changed: 7/1/2016 10:18:54 AM,Old:0.00015,New:0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Interval EV Changed: 7/1/2016 10:18:54 AM,Old:0.00015,New:0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baseline Correction Changed: 7/1/2016 10:18:54 AM,Old:0,New:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sipper Type Changed: 7/1/2016 10:18:54 AM, Old:Internal RSA, New:External sipper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autoconvert Changed: 7/1/2016 10:22:00 AM, Old:None, New:Ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Method Modifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Current Wavelength> ,500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<SBW (nm)> ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Energy> ,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Slit Height> , Full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K1S-spin-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K1S-spin-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collection Time: 7/1/2016 10:37:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operator Name  :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Version 6.0.0.1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
