PDMS,,PDMS-90,,PDMS-0,,K1S-spin,,K1S-spin-90,,K1S-spin-0,,K1S-ff-3mms,,K1S-ff-3mms-90,,K1S-ff-3mms-0,,K1S-lf-3mms,,K1S-lf-3mms-90,,K1S-lf-3mms-0,,K1S-lf-3mms-2,,K1S-lf-3mms-2-90,,K1S-lf-3mms-2-0,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
926,0.5329948664,926,1.057829618,926,0.8915107846,926,0.4822419882,926,0.9853698611,926,0.9300909638,926,0.8547444344,926,1.350585103,926,1.156154871,926,0.6094592214,926,1.076606393,926,0.9770763516,926,0.7399442792,926,1.224796295,926,1.076188445,
925,0.5336226821,925,1.056635976,925,0.8927251697,925,0.4824559689,925,0.9847413301,925,0.9317731261,925,0.8555620313,925,1.35001564,925,1.158194065,925,0.6105517745,925,1.076754689,925,0.9792590737,925,0.7408803105,925,1.224686265,925,1.078278184,
924,0.5335983634,924,1.055809975,924,0.8942806125,924,0.4828372598,924,0.9836778045,924,0.9335751534,924,0.8564837575,924,1.349805832,924,1.159613371,924,0.6114946604,924,1.076858282,924,0.9814615846,924,0.7419879436,924,1.224906087,924,1.080524325,
923,0.533822298,923,1.054941058,923,0.8959353566,923,0.4832471907,923,0.9829913974,923,0.9353942871,923,0.8574243188,923,1.349452376,923,1.161480904,923,0.6125658751,923,1.077018619,923,0.9838267565,923,0.7432655692,923,1.225141168,923,1.082822919,
922,0.5345588923,922,1.053861737,922,0.8973759413,922,0.4836773872,922,0.98240453,922,0.9372107387,922,0.858219862,922,1.348796487,922,1.163582683,922,0.6139448285,922,1.076980948,922,0.9861726761,922,0.7444414496,922,1.225128055,922,1.084973931,
921,0.5349449515,921,1.052646875,921,0.8987287283,921,0.4841499329,921,0.9817749262,921,0.939024508,921,0.8592894077,921,1.348297238,921,1.165297747,921,0.615185678,921,1.077116489,921,0.9885671735,921,0.7455365062,921,1.225191474,921,1.087229967,
920,0.5349473357,920,1.051915646,920,0.9006838202,920,0.4846463501,920,0.9810885787,920,0.940974772,920,0.8608047962,920,1.348642945,920,1.167197585,920,0.6163199544,920,1.077520251,920,0.9910058379,920,0.7468448281,920,1.225569487,920,1.089677572,
919,0.5357045531,919,1.050793886,919,0.9023209214,919,0.4851604402,919,0.9805110097,919,0.9430155158,919,0.8619166017,919,1.348420739,919,1.169540048,919,0.6176363826,919,1.077696085,919,0.9934099913,919,0.7481014729,919,1.225532889,919,1.091962695,
918,0.5364433527,918,1.049571991,918,0.9036064744,918,0.4856092632,918,0.9801155925,918,0.9449237585,918,0.8626217246,918,1.347715378,918,1.171743155,918,0.618911922,918,1.07785213,918,0.9959987402,918,0.7492344975,918,1.225667,918,1.094439745,
917,0.5364421606,917,1.049046636,917,0.9053465724,917,0.485984385,917,0.979239285,917,0.9467693567,917,0.8636524081,917,1.34754169,917,1.17328918,917,0.6199261546,917,1.078086734,917,0.9983283877,917,0.7504981756,917,1.22597611,917,1.09675324,
916,0.5366951227,916,1.047886372,916,0.9071344137,916,0.4864260852,916,0.9783275127,916,0.9487151504,916,0.8649252653,916,1.347286582,916,1.17531085,916,0.6212410331,916,1.078324914,916,1.000836134,916,0.7519192696,916,1.22617197,916,1.099131346,
915,0.537214756,915,1.046190739,915,0.9083046317,915,0.4867485762,915,0.9777237773,915,0.9505896568,915,0.8655852675,915,1.346431613,915,1.177310824,915,0.6225869656,915,1.078107715,915,1.003234744,915,0.7528335452,915,1.225895047,915,1.101202488,
914,0.5378470421,914,1.045439601,914,0.9101589322,914,0.4874576628,914,0.9771283269,914,0.9526805878,914,0.8671584129,914,1.346416473,914,1.179485798,914,0.6239148378,914,1.078484774,914,1.005819201,914,0.7542617917,914,1.226399899,914,1.103831291,
913,0.5382156968,913,1.044978976,913,0.9124770164,913,0.48825261,913,0.9766455889,913,0.9551098943,913,0.8690180182,913,1.347071767,913,1.181846619,913,0.6254601479,913,1.079280972,913,1.008821607,913,0.7560558319,913,1.226910591,913,1.10679996,
912,0.5398967862,912,1.044507623,912,0.9149990082,912,0.4895183444,912,0.9769641757,912,0.9579094648,912,0.8708503246,912,1.347481132,912,1.185295463,912,0.6276826262,912,1.080271959,912,1.012274504,912,0.7581678033,912,1.228044271,912,1.110073566,
911,0.5415865779,911,1.044399023,911,0.9174664021,911,0.4910475314,911,0.9774615765,911,0.9610442519,911,0.8726350069,911,1.347960234,911,1.188497663,911,0.6300877929,911,1.081587791,911,1.015851617,911,0.7604489923,911,1.229503751,911,1.113590002,
910,0.5427128077,910,1.044988513,910,0.9205468893,910,0.4928510785,910,0.977927506,910,0.9645315409,910,0.8753697872,910,1.349120498,910,1.191650391,910,0.6325554252,910,1.083105803,910,1.019748211,910,0.7631844282,910,1.230958343,910,1.117564678,
909,0.5438985229,909,1.044216275,909,0.9228895903,909,0.4940005839,909,0.9778786302,909,0.9671316743,909,0.8774776459,909,1.349945307,909,1.194499254,909,0.6346180439,909,1.084126472,909,1.023074627,909,0.7652947307,909,1.231832147,909,1.120702505,
908,0.5442088246,908,1.042522192,908,0.9240082502,908,0.4941085875,908,0.9770017266,908,0.9688594937,908,0.8777697682,908,1.348803878,908,1.196504354,908,0.6357243657,908,1.083826661,908,1.025354147,908,0.7661530375,908,1.231580973,908,1.122641921,
907,0.5435801148,907,1.040720344,907,0.9249804616,907,0.4936850667,907,0.9754321575,907,0.9700986743,907,0.8784506917,907,1.34792161,907,1.197629213,907,0.6361249685,907,1.083376288,907,1.027136326,907,0.7665315866,907,1.230912566,907,1.124462605,
906,0.5430324674,906,1.038908005,906,0.9261191487,906,0.493224889,906,0.9737727642,906,0.971227169,906,0.8788617253,906,1.347282052,906,1.198889136,906,0.6363805532,906,1.082810283,906,1.028706074,906,0.7670041919,906,1.230436444,906,1.126062632,
905,0.5429257154,905,1.036839604,905,0.9268367887,905,0.4927865863,905,0.9722443223,905,0.972515583,905,0.8785621524,905,1.345572829,905,1.20049274,905,0.6369063258,905,1.082086682,905,1.030563712,905,0.7673611641,905,1.229506969,905,1.127647877,
904,0.5425812006,904,1.034730792,904,0.9276655316,904,0.4924199879,904,0.9707820415,904,0.9737969637,904,0.8786141872,904,1.34390378,904,1.20162046,904,0.6374595761,904,1.081483364,904,1.032455444,904,0.7678739429,904,1.229102254,904,1.129446507,
903,0.5419769287,903,1.033534408,903,0.9290033579,903,0.4922119379,903,0.9692059159,903,0.9752072692,903,0.8796277642,903,1.343579292,903,1.203109145,903,0.6380459666,903,1.08112669,903,1.03450644,903,0.7687812448,903,1.228723049,903,1.131335735,
902,0.5417541265,902,1.031599641,902,0.9301731586,902,0.4919985831,902,0.9677433968,902,0.976765275,902,0.8801911473,902,1.342800379,902,1.204600334,902,0.6388582587,902,1.080704331,902,1.036562562,902,0.7693918943,902,1.228242636,902,1.133211374,
901,0.5419151187,901,1.029341698,901,0.9310848117,901,0.4918188751,901,0.9666321278,901,0.9783073664,901,0.8803652525,901,1.341365576,901,1.206417441,901,0.6396753192,901,1.080263615,901,1.038586617,901,0.7699003816,901,1.227629304,901,1.13510716,
900,0.541615665,900,1.027845383,900,0.9324911237,900,0.4917442203,900,0.9652836919,900,0.9798514843,900,0.8813185692,900,1.340792179,900,1.207977533,900,0.640357554,900,1.079980373,900,1.040750384,900,0.7707444429,900,1.227474928,900,1.13720727,
899,0.541415751,899,1.026449919,899,0.9340650439,899,0.4917078316,899,0.9638237357,899,0.9816072583,899,0.8821554184,899,1.340159178,899,1.2095927,899,0.6411765218,899,1.079967499,899,1.043076754,899,0.7718085051,899,1.227273941,899,1.139453888,
898,0.5418395996,898,1.024676442,898,0.9352846146,898,0.4917290211,898,0.9628795981,898,0.9833866358,898,0.8822952509,898,1.339283586,898,1.211750984,898,0.6423035264,898,1.07981956,898,1.045408845,898,0.7727420926,898,1.227162123,898,1.141583443,
897,0.5418083668,897,1.023164034,897,0.936532259,897,0.4917147756,897,0.9617463946,897,0.9851400256,897,0.8831564784,897,1.338286757,897,1.213601232,897,0.6431494951,897,1.079470515,897,1.047724962,897,0.7736046314,897,1.227059722,897,1.143792987,
896,0.5415817499,896,1.021917105,896,0.9383512139,896,0.4918364286,896,0.9605747461,896,0.9870105982,896,0.8845559359,896,1.338144422,896,1.2152071,896,0.6441435218,896,1.079559565,896,1.050193191,896,0.7747215033,896,1.227048874,896,1.146051288,
895,0.5418884754,895,1.020206332,895,0.9398901463,895,0.4920023978,895,0.9596388936,895,0.9889076948,895,0.8853957057,895,1.337722659,895,1.217526793,895,0.6453018785,895,1.079593658,895,1.052616954,895,0.7757770419,895,1.22703743,895,1.148378849,
894,0.5421513915,894,1.018260241,894,0.9412891865,894,0.4920495749,894,0.9587913752,894,0.9909518957,894,0.8860565424,894,1.336622953,894,1.219784141,894,0.6464035511,894,1.079479337,894,1.055220604,894,0.7767598033,894,1.226779103,894,1.150870323,
893,0.5421114564,893,1.017308593,893,0.9428751469,893,0.492228806,893,0.9576836228,893,0.9928391576,893,0.8871615529,893,1.336117148,893,1.221635938,893,0.6472844481,893,1.07961154,893,1.057633042,893,0.7778626084,893,1.226655245,893,1.153190017,
892,0.5423262715,892,1.015969634,892,0.944742918,892,0.4924945235,892,0.9567798376,892,0.9948322177,892,0.888317883,892,1.335958362,892,1.223728657,892,0.6484702229,892,1.07989192,892,1.06020081,892,0.7792285085,892,1.227150917,892,1.155649066,
891,0.5426312685,891,1.014204741,891,0.9462113976,891,0.4926601052,891,0.9558320642,891,0.9968835711,891,0.8885855675,891,1.33501792,891,1.225888133,891,0.6497471333,891,1.079840899,891,1.062977433,891,0.7803782821,891,1.227085948,891,1.158117652,
890,0.5427621007,890,1.012865305,890,0.9477404952,890,0.4928521514,890,0.9547752142,890,0.9989160895,890,0.8899707794,890,1.334728122,890,1.227959752,890,0.6508978009,890,1.079888701,890,1.065533996,890,0.7814991474,890,1.227077603,890,1.160572529,
889,0.5427921414,889,1.01177001,889,0.9495524764,889,0.49308303,889,0.9538230896,889,1.001007915,889,0.8915907741,889,1.334569335,889,1.230130434,889,0.6519652009,889,1.080025911,889,1.068084717,889,0.7826986313,889,1.227412105,889,1.163079381,
888,0.5432196259,888,1.009795666,888,0.9513291121,888,0.4933767021,888,0.9530034065,888,1.00326097,888,0.8924869895,888,1.334172368,888,1.232603192,888,0.6533005238,888,1.080259919,888,1.070830464,888,0.7840349674,888,1.227189779,888,1.165667653,
887,0.5437717438,887,1.008394957,887,0.9529590011,887,0.4936711788,887,0.9522877932,887,1.005314469,887,0.8932411075,887,1.33356905,887,1.234871149,887,0.6544861197,887,1.080379009,887,1.073478222,887,0.7852253914,887,1.227469683,887,1.16820395,
886,0.5439261198,886,1.007594943,886,0.9549710155,886,0.4940609336,886,0.9514280558,886,1.007599354,886,0.8947325945,886,1.333377123,886,1.237106323,886,0.6557173729,886,1.080749869,886,1.07627666,886,0.7867234349,886,1.227982283,886,1.17102778,
885,0.5441716313,885,1.006161094,885,0.956784606,885,0.4943789542,885,0.950430572,885,1.009864092,885,0.8958662152,885,1.332868934,885,1.239338517,885,0.6570570469,885,1.080988526,885,1.079110384,885,0.7882362008,885,1.228025317,885,1.173720002,
884,0.5449163914,884,1.004684329,884,0.9585360885,884,0.4947467446,884,0.949881494,884,1.01211226,884,0.8969064355,884,1.332596302,884,1.241995454,884,0.6584553719,884,1.081171155,884,1.081902266,884,0.7894531488,884,1.228547692,884,1.176198125,
883,0.5450560451,883,1.003340364,883,0.9603460431,883,0.4951198697,883,0.9491600394,883,1.014374971,883,0.8983226418,883,1.332523584,883,1.244203806,883,0.659784615,883,1.081431985,883,1.084680915,883,0.790764451,883,1.228779435,883,1.17892909,
882,0.5452572703,882,1.00230813,882,0.9624400139,882,0.4955973327,882,0.948485136,882,1.016807795,882,0.9001523256,882,1.332386255,882,1.246662498,882,0.6611073613,882,1.081983566,882,1.087571383,882,0.7923880219,882,1.229180574,882,1.181818366,
881,0.5460605621,881,1.000888348,881,0.9643011093,881,0.4959833324,881,0.9479086399,881,1.019079208,881,0.9011638761,881,1.332169056,881,1.249452829,881,0.6625919938,881,1.082364678,881,1.090406418,881,0.7936702371,881,1.229588151,881,1.184402943,
880,0.5465422869,880,0.9996011853,880,0.9660813808,880,0.4963080287,880,0.947253108,880,1.021401644,880,0.901892662,880,1.331662297,880,1.251707196,880,0.6638315916,880,1.082629085,880,1.093258381,880,0.7950507402,880,1.23009634,880,1.187155962,
879,0.5466176867,879,0.9987131357,879,0.968039155,879,0.4968360066,879,0.9464913011,879,1.023794055,879,0.9035725594,879,1.331345797,879,1.254000664,879,0.6650377512,879,1.083147407,879,1.096043825,879,0.7967121005,879,1.230556011,879,1.189923406,
878,0.5469992757,878,0.9970855117,878,0.969969213,878,0.4971683621,878,0.9455783963,878,1.026075721,878,0.9049400091,878,1.331345081,878,1.256448269,878,0.6664253473,878,1.083358407,878,1.098847151,878,0.7980512977,878,1.23088491,878,1.192607522,
877,0.5474580526,877,0.9955593944,877,0.9715774059,877,0.4974534214,877,0.9448921084,877,1.028387189,877,0.9057790041,877,1.330749512,877,1.258946061,877,0.6678365469,877,1.083408713,877,1.101593852,877,0.7993277311,877,1.230861425,877,1.195098758,
876,0.5477439761,876,0.9945514202,876,0.9734665155,876,0.4977377951,876,0.9442378879,876,1.030591965,876,0.9073489308,876,1.330637813,876,1.261217952,876,0.6689537764,876,1.083778858,876,1.104303956,876,0.800593853,876,1.231164575,876,1.19764924,
875,0.5480028987,875,0.9930101037,875,0.9754906297,875,0.4980994463,875,0.9433073997,875,1.032844782,875,0.90878582,875,1.330646634,875,1.26358676,875,0.6700528264,875,1.084086895,875,1.107030153,875,0.8020225763,875,1.231434464,875,1.200419903,
874,0.5487052202,874,0.9914765954,874,0.9772676229,874,0.498465538,874,0.942712903,874,1.035188675,874,0.9094265699,874,1.32983005,874,1.266057014,874,0.6713575721,874,1.08434999,874,1.109740853,874,0.8032733798,874,1.231820464,874,1.203005552,
873,0.5491491556,873,0.9903389215,873,0.9790041447,873,0.4987080693,873,0.9420672059,873,1.037346363,873,0.910628736,873,1.329372883,873,1.268365622,873,0.6726031303,873,1.084653497,873,1.112444043,873,0.8047661781,873,1.232105136,873,1.205644727,
872,0.549046874,872,0.9892737269,872,0.9808946252,872,0.4991247654,872,0.9412125945,872,1.039854288,872,0.9122354984,872,1.32945323,872,1.270447254,872,0.673791945,872,1.084967256,872,1.115321398,872,0.8062775731,872,1.232627869,872,1.208268642,
871,0.5495802164,871,0.9877999425,871,0.9828496575,871,0.4995309114,871,0.9405816793,871,1.042165756,871,0.9134452939,871,1.3291502,871,1.27290976,871,0.6751594543,871,1.085120082,871,1.11799562,871,0.8075504899,871,1.232701778,871,1.210875988,
870,0.5501425862,870,0.9862138629,870,0.9845523238,870,0.499832809,870,0.94007653,870,1.044386268,870,0.9143046141,870,1.328601241,870,1.275577664,870,0.6763743758,870,1.085396767,870,1.120577335,870,0.8087913394,870,1.233014226,870,1.213485956,
869,0.5505515337,869,0.9852133989,869,0.9866244793,869,0.5002418756,869,0.9394522309,869,1.046871901,869,0.9159899354,869,1.328585744,869,1.277664661,869,0.6775200963,869,1.085934997,869,1.123361111,869,0.8101685047,869,1.233364344,869,1.216219425,
868,0.5508580208,868,0.9840655923,868,0.9886791706,868,0.5007438064,868,0.9386901855,868,1.04921484,868,0.9172390699,868,1.32825315,868,1.280414224,868,0.6787444353,868,1.086354852,868,1.126177311,868,0.8117743134,868,1.233981848,868,1.218806863,
867,0.5515681505,867,0.9828304052,867,0.9903966188,867,0.5010667443,867,0.9382337928,867,1.051537395,867,0.9180051684,867,1.327719569,867,1.282787085,867,0.6799808145,867,1.08663702,867,1.128778338,867,0.8130617142,867,1.234350204,867,1.221357822,
866,0.5519211888,866,0.981533885,866,0.9921616316,866,0.5014685392,866,0.9376286268,866,1.05392015,866,0.9191131592,866,1.327432871,866,1.284888506,866,0.6811243892,866,1.086820722,866,1.131479859,866,0.8143995404,866,1.234578013,866,1.223989844,
865,0.5520814657,865,0.9806998968,865,0.9943445921,865,0.5020042658,865,0.9370150566,865,1.056310058,865,0.9211105108,865,1.327371001,865,1.287423849,865,0.6823303699,865,1.08725965,865,1.134261131,865,0.8158496022,865,1.235046625,865,1.226549745,
864,0.5525794625,864,0.9791615009,864,0.9962438941,864,0.5023227334,864,0.9363957047,864,1.058559537,864,0.9220002294,864,1.327210307,864,1.289759398,864,0.6835488677,864,1.087338805,864,1.136741281,864,0.8170776367,864,1.235191226,864,1.229086399,
863,0.5535081625,863,0.9777789712,863,0.9980272055,863,0.5027985573,863,0.9359874129,863,1.061022162,863,0.9230481982,863,1.32689786,863,1.292300344,863,0.6847276092,863,1.087718964,863,1.139429092,863,0.818328619,863,1.235624194,863,1.231596828,
862,0.5538108945,862,0.9771491885,862,1.000007033,862,0.5032601357,862,0.9353955388,862,1.063297868,862,0.92471838,862,1.326545238,862,1.294640779,862,0.6857132912,862,1.088010311,862,1.141921401,862,0.8198257685,862,1.235946298,862,1.234149694,
861,0.5540380478,861,0.975913167,861,1.001919031,861,0.5036889315,861,0.9348196983,861,1.065594912,861,0.9258643389,861,1.326243401,861,1.29681015,861,0.6867732406,861,1.08830905,861,1.144365668,861,0.8211760521,861,1.236126423,861,1.236578584,
860,0.55484128,860,0.9744659662,860,1.003643632,860,0.5041427612,860,0.9345366359,860,1.06799531,860,0.9264979362,860,1.325762749,860,1.299072027,860,0.6880735159,860,1.088502407,860,1.147068977,860,0.8225727081,860,1.236496449,860,1.23907268,
859,0.5552176237,859,0.97354424,859,1.00549984,859,0.5044921637,859,0.9339807034,859,1.070250988,859,0.9280290008,859,1.32542491,859,1.301383495,859,0.6890723705,859,1.088667393,859,1.149588585,859,0.823754549,859,1.236771107,859,1.241423488,
858,0.5552875996,858,0.9725416899,858,1.007406592,858,0.5050598979,858,0.9333210588,858,1.07252121,858,0.9294394851,858,1.325350404,858,1.303497791,858,0.6899325848,858,1.088909984,858,1.151921749,858,0.8248833418,858,1.236860752,858,1.243737936,
857,0.5562426448,857,0.9711423516,857,1.009493351,857,0.5055828691,857,0.9330434799,857,1.074915767,857,0.9303798676,857,1.32499373,857,1.305916667,857,0.6910298467,857,1.089207411,857,1.154413819,857,0.8261889219,857,1.236944199,857,1.246102691,
856,0.5568870306,856,0.9702634811,856,1.011177778,856,0.5059142113,856,0.932710886,856,1.077108502,856,0.9312468767,856,1.324436784,856,1.308267951,856,0.6920881867,856,1.089331388,856,1.156783581,856,0.8273854852,856,1.237238646,856,1.248628974,
855,0.5570988655,855,0.9694961905,855,1.013043404,855,0.506434679,855,0.9321520925,855,1.079368234,855,0.9326273799,855,1.324131608,855,1.310253024,855,0.6928190589,855,1.089487791,855,1.159055352,855,0.8285569549,855,1.237342477,855,1.251034021,
854,0.5575593114,854,0.9684960842,854,1.014948726,854,0.5069494247,854,0.9317177534,854,1.08164835,854,0.9336233139,854,1.323804617,854,1.312374473,854,0.6936808228,854,1.089664578,854,1.161332846,854,0.8298437595,854,1.23773098,854,1.253109574,
853,0.5581060648,853,0.9671301246,853,1.016556025,853,0.5073238015,853,0.9312671423,853,1.083830595,853,0.9340211153,853,1.323001623,853,1.31449461,853,0.6946824193,853,1.089471936,853,1.163621306,853,0.8308034539,853,1.237514853,853,1.255149722,
852,0.5583838224,852,0.9663157463,852,1.018341184,852,0.5076882243,852,0.9308607578,852,1.085854888,852,0.9352118373,852,1.322543621,852,1.316423893,852,0.6953302026,852,1.089506865,852,1.165646434,852,0.8317244649,852,1.237478852,852,1.257045388,
851,0.5588027835,851,0.9654234648,851,1.020263314,851,0.5082184672,851,0.9303930998,851,1.088017344,851,0.936999321,851,1.322695136,851,1.318277359,851,0.6959593892,851,1.089637876,851,1.167726636,851,0.8327660561,851,1.237442613,851,1.259386063,
850,0.5595406294,850,0.96417588,850,1.02191186,850,0.5085995197,850,0.9299426675,850,1.090201735,850,0.9371166825,850,1.32182014,850,1.320639253,850,0.6968061924,850,1.089467764,850,1.169926643,850,0.833670795,850,1.237203956,850,1.261393189,
849,0.560028255,849,0.9631663561,849,1.023541927,849,0.5088911057,849,0.9295268059,849,1.092104316,849,0.9375476837,849,1.32080555,849,1.322490931,849,0.6973233223,849,1.089393735,849,1.171907783,849,0.8346149325,849,1.237154722,849,1.263230801,
848,0.5602891445,848,0.9626618624,848,1.025431752,848,0.5094436407,848,0.9290188551,848,1.094216585,848,0.938950479,848,1.320661187,848,1.32426095,848,0.6978834867,848,1.089290857,848,1.173692822,848,0.8355844021,848,1.237328053,848,1.265259504,
847,0.5605130196,847,0.9615901709,847,1.027033687,847,0.5098333359,847,0.9284971952,847,1.09627521,847,0.9396016002,847,1.32005465,847,1.326047421,847,0.6985335946,847,1.089111924,847,1.175741673,847,0.8363819718,847,1.237031579,847,1.267138958,
846,0.5610634089,846,0.9604846835,846,1.028542042,846,0.5101084113,846,0.9282712936,846,1.098143816,846,0.9398914576,846,1.319368601,846,1.327796578,846,0.6991097927,846,1.088811994,846,1.177555799,846,0.8370264769,846,1.236630797,846,1.268882751,
845,0.5613539815,845,0.9596359134,845,1.03025198,845,0.5105314255,845,0.9277370572,845,1.099968314,845,0.9410319924,845,1.319018602,845,1.329600096,845,0.6993802786,845,1.088580489,845,1.179161429,845,0.8376141191,845,1.23643136,845,1.270546913,
844,0.5617079139,844,0.9587675929,844,1.031955123,844,0.5110724568,844,0.9273651242,844,1.102045178,844,0.9419317842,844,1.318290114,844,1.331327796,844,0.6998232007,844,1.08861804,844,1.181071639,844,0.8383023739,844,1.236107707,844,1.272391915,
843,0.5623382926,843,0.9579020143,843,1.033401489,843,0.5113326311,843,0.9270774126,843,1.103785396,843,0.9420317411,843,1.317484975,843,1.333060265,843,0.7002848387,843,1.088169813,843,1.182653189,843,0.8390086889,843,1.235925078,843,1.27416563,
842,0.5626485348,842,0.9570543766,842,1.034788609,842,0.5116009116,842,0.9266110659,842,1.105508327,842,0.9422570467,842,1.316770792,842,1.334668398,842,0.700561285,842,1.087700844,842,1.184278846,842,0.8395599723,842,1.235639334,842,1.275560379,
841,0.5627992153,841,0.9564315677,841,1.036387563,841,0.512014389,841,0.9259710312,841,1.107318401,841,0.9432277083,841,1.316085577,841,1.335775971,841,0.7007520795,841,1.087374568,841,1.185866952,841,0.8401059508,841,1.235085487,841,1.277022958,
840,0.5632735491,840,0.9556511641,840,1.038028598,840,0.5124804974,840,0.9257813692,840,1.109173536,840,0.9437128901,840,1.315386772,840,1.337504864,840,0.7011600137,840,1.08700788,840,1.187349439,840,0.8404896259,840,1.234659553,840,1.278625488,
839,0.5635350943,839,0.9545916319,839,1.039263606,839,0.5127829313,839,0.9253821373,839,1.110748291,839,0.9438849688,839,1.314686537,839,1.339061379,839,0.7013671398,839,1.086570501,839,1.188833594,839,0.8408389091,839,1.233982205,839,1.280240774,
838,0.5639201403,838,0.953953743,838,1.040785193,838,0.5129817724,838,0.924857676,838,1.11235857,838,0.944674015,838,1.314012051,838,1.340482354,838,0.7013809681,838,1.086120605,838,1.190086007,838,0.8411319852,838,1.233451009,838,1.281385422,
837,0.5642715096,837,0.9535040259,837,1.042309046,837,0.5134293437,837,0.9244102836,837,1.113985658,837,0.9450287819,837,1.313381076,837,1.34180665,837,0.701493144,837,1.085620642,837,1.191499472,837,0.8415723443,837,1.233078361,837,1.282766819,
836,0.5647727251,836,0.9524518251,836,1.043666482,836,0.513700664,836,0.924069643,836,1.115528703,836,0.9447389245,836,1.31243813,836,1.343229532,836,0.7016828656,836,1.085105658,836,1.192861915,836,0.841888845,836,1.232334733,836,1.28419733,
835,0.5650904179,835,0.9521109462,835,1.044907451,835,0.5140491128,835,0.92388165,835,1.117024899,835,0.9452462792,835,1.311622858,835,1.344608665,835,0.7017983794,835,1.084647536,835,1.194083571,835,0.842220366,835,1.23202455,835,1.285439134,
834,0.5650525689,834,0.9514679313,834,1.046351075,834,0.5144044757,834,0.9233114123,834,1.118576288,834,0.9461319447,834,1.311244607,834,1.345749855,834,0.7018675208,834,1.084122419,834,1.195293784,834,0.842439115,834,1.231459618,834,1.286642671,
833,0.5653201342,833,0.9504996538,833,1.047605991,833,0.5146797299,833,0.9229555726,833,1.119939089,833,0.9459602833,833,1.310415864,833,1.346882343,833,0.7018575072,833,1.083368421,833,1.196314692,833,0.8425483704,833,1.230545402,833,1.287812591,
832,0.566008389,832,0.9499198794,832,1.048919678,832,0.5149021745,832,0.9227505326,832,1.12139678,832,0.946164012,832,1.309520841,832,1.348203182,832,0.701860249,832,1.082872748,832,1.197320342,832,0.8427023292,832,1.229710937,832,1.288879395,
831,0.5661768913,831,0.9494974017,831,1.050193906,831,0.5152743459,831,0.9222991467,831,1.12278688,831,0.946506083,831,1.308875442,831,1.349336863,831,0.7016883492,831,1.082254887,831,1.198505521,831,0.842754364,831,1.229319572,831,1.289941669,
830,0.5661913753,830,0.9489005804,830,1.051496863,830,0.5155922174,830,0.9219788909,830,1.124195218,830,0.9465305805,830,1.307926536,830,1.350356698,830,0.701612711,830,1.081717491,830,1.19949615,830,0.842911303,830,1.228561044,830,1.291112304,
829,0.5668612123,829,0.9482847452,829,1.052680492,829,0.5157552958,829,0.9216061831,829,1.125402927,829,0.946328938,829,1.307198286,829,1.351431966,829,0.7017009258,829,1.081167936,829,1.200530887,829,0.8431286812,829,1.227998257,829,1.291972876,
828,0.5669145584,828,0.9477617741,828,1.053673863,828,0.5160423517,828,0.9211789966,828,1.126607656,828,0.946687758,828,1.306424379,828,1.352451086,828,0.7015360594,828,1.080408096,828,1.201522112,828,0.8429849744,828,1.227181196,828,1.292933583,
827,0.5668343902,827,0.9472203255,827,1.054956555,827,0.5163770914,827,0.920902729,827,1.12795496,827,0.9471421838,827,1.305686355,827,1.35337472,827,0.7012614608,827,1.079634428,827,1.202349424,827,0.8428433537,827,1.226237774,827,1.293859601,
826,0.5674185157,826,0.946600616,826,1.056160331,826,0.5166535974,826,0.9205884933,826,1.12916851,826,0.947065115,826,1.305082798,826,1.354435682,826,0.7012643814,826,1.079062939,826,1.203219771,826,0.8429125547,826,1.225628853,826,1.294875503,
825,0.5678203106,825,0.945994556,825,1.057250142,825,0.5166513324,825,0.9201766849,825,1.130240321,825,0.9467722178,825,1.303961992,825,1.355389833,825,0.7010352612,825,1.078357577,825,1.204033017,825,0.8428654075,825,1.224824429,825,1.295707941,
824,0.5679610372,824,0.945859611,824,1.05839324,824,0.5171105862,824,0.9199189544,824,1.131431818,824,0.9471668601,824,1.303336024,824,1.356234431,824,0.7007691264,824,1.077875733,824,1.204730392,824,0.8429438472,824,1.224271536,824,1.296557784,
823,0.5681064725,823,0.9452800751,823,1.05944109,823,0.5174479485,823,0.9197276831,823,1.132722616,823,0.9471822977,823,1.302767873,823,1.357108116,823,0.7007921338,823,1.077225566,823,1.205747128,823,0.8431465626,823,1.223681808,823,1.297459006,
822,0.5683193803,822,0.9444513321,822,1.060288191,822,0.5175090432,822,0.9193407893,822,1.133735657,822,0.9466839433,822,1.301558018,822,1.357760072,822,0.7005726099,822,1.076488853,822,1.206500649,822,0.8428151608,822,1.222763419,822,1.298180938,
821,0.5684164166,821,0.9441108108,821,1.061378479,821,0.5177598,821,0.9189925194,821,1.134703517,821,0.9470549822,821,1.3010813,821,1.358691692,821,0.7003335953,821,1.075686097,821,1.207105756,821,0.8425933719,821,1.22200191,821,1.298818827,
